Year,Customer Code,No. of BKG,Week,Office,Transport mode,No. of Voy
2023,AEBV,76,1,SGN,Sea,11
2023,AEO,1,1,SGN,Air,1
2023,AEO,94,1,SGN,Sea,2
2023,ANNINC,16,1,SGN,Sea,1
2023,ATS,2,1,SGN,Sea,1
2023,ATC,3,1,SGN,Air,3
2023,ATC,22,1,SGN,Sea,7
2023,BOSE,4,1,SGN,Sea,1
2023,BHBEJ,3,1,SGN,Sea,1
2023,BPSH,4,1,SGN,Sea,3
2023,BPSHCA,9,1,SGN,Sea,4
2023,COLE,11,1,SGN,Sea,2
2023,CONVRS,15,1,SGN,Sea,2
2023,ENSPOR,2,1,SGN,Sea,1
2023,CLUSH,3,1,SGN,Sea,1
2023,DEMO,2,1,SGN,Sea,1
2023,PESPO,1,1,SGN,Sea,1
2023,DICKS,9,1,SGN,Sea,6
2023,BELL,2,1,SGN,Sea,2
2023,EDDIEB,3,1,SGN,Sea,2
2023,GAP,396,1,SGN,Sea,8
2023,HAGGAR,17,1,SGN,Sea,3
2023,HBIRAW,2,1,SGN,Air,2
2023,HORBAC,7,1,SGN,Sea,2
2023,ITGM,5,1,SGN,Sea,1
2023,JCREW,11,1,SGN,Air,4
2023,JCREW,12,1,SGN,Sea,1
2023,LIICO,1,1,SGN,Sea,1
2023,TKMAXX,114,1,SGN,Sea,10
2023,NBAL,229,1,SGN,Sea,11
2023,NBC,31,1,SGN,Sea,4
2023,NBMY,27,1,SGN,Sea,1
2023,NBSG,19,1,SGN,Sea,2
2023,EMCI,1,1,SGN,Sea,1
2023,SWOOSH,8,1,SGN,Air,8
2023,SWOOSH,3586,1,SGN,Sea,258
2023,EMLUX,33,1,SGN,Sea,1
2023,EUROM,17,1,SGN,Sea,14
2023,OFWO,4,1,SGN,Sea,4
2023,PACSUN,7,1,SGN,Sea,2
2023,RH,91,1,SGN,Sea,28
2023,RSGC,11,1,SGN,Sea,5
2023,ALBRT,3,1,SGN,Sea,1
2023,CKPFEU,4,1,SGN,Sea,1
2023,CKRTEU,2,1,SGN,Sea,1
2023,CKSWEU,5,1,SGN,Sea,2
2023,TOMBOD,2,1,SGN,Sea,1
2023,TOMFTW,1,1,SGN,Sea,1
2023,ARMOUR,114,1,SGN,Sea,19
2023,UAAIR,12,1,SGN,Air,12
2023,UADSHP,6,1,SGN,Sea,1
2023,UAWEN,11,1,SGN,Sea,1
2023,URBAN,90,1,SGN,Sea,6
2023,IMAGE,3,1,SGN,Sea,2
2023,OUTDOR,8,1,SGN,Air,6
2023,OUTDOR,146,1,SGN,Sea,31
2023,DORM,1,1,SGN,Sea,1
2023,PVHJA,2,1,SGN,Sea,1
2023,THAS,5,1,SGN,Sea,2
2023,WARAS,3,1,SGN,Sea,2
2023,XATPE,7,1,SGN,Sea,6
2023,XWASO,5,1,SGN,Sea,5
2023,AAFZE,8,2,SGN,Sea,1
2023,AEBV,84,2,SGN,Sea,20
2023,AEO,4,2,SGN,Air,1
2023,AEO,130,2,SGN,Sea,3
2023,AEOMEX,25,2,SGN,Sea,1
2023,AEOMIX,94,2,SGN,Sea,1
2023,ALLB,1,2,SGN,Sea,1
2023,ANNINC,78,2,SGN,Sea,2
2023,ATS,27,2,SGN,Sea,2
2023,ATC,1,2,SGN,Air,1
2023,ATC,35,2,SGN,Sea,9
2023,BOSE,5,2,SGN,Sea,1
2023,BPSHCA,4,2,SGN,Sea,3
2023,COLE,16,2,SGN,Sea,3
2023,CONVRS,2,2,SGN,Air,2
2023,CONVRS,36,2,SGN,Sea,7
2023,DEICH,34,2,SGN,Sea,8
2023,ENGRS,6,2,SGN,Sea,1
2023,ENSHOE,2,2,SGN,Sea,1
2023,ENSPOR,2,2,SGN,Sea,1
2023,DEMO,1,2,SGN,Sea,1
2023,DSAQSP,2,2,SGN,Sea,1
2023,EDDIEB,1,2,SGN,Air,1
2023,EDDIEB,9,2,SGN,Sea,4
2023,ELDOR,1,2,SGN,Sea,1
2023,GAP,1055,2,SGN,Sea,8
2023,HAGGAR,19,2,SGN,Sea,1
2023,GFSI,3,2,SGN,Sea,1
2023,HBIRAW,2,2,SGN,Sea,1
2023,HORBAC,41,2,SGN,Sea,8
2023,HUNK,1,2,SGN,Sea,1
2023,ITGM,2,2,SGN,Sea,2
2023,JCREW,8,2,SGN,Air,4
2023,JCREW,20,2,SGN,Sea,2
2023,TKMAXX,1,2,SGN,Sea,1
2023,NBAL,10,2,SGN,Air,2
2023,NBAL,337,2,SGN,Sea,13
2023,NBC,8,2,SGN,Sea,1
2023,NBSG,49,2,SGN,Sea,3
2023,EWCEU,1,2,SGN,Sea,1
2023,NHAC,2,2,SGN,Sea,1
2023,SWOOSH,55,2,SGN,Air,53
2023,SWOOSH,5408,2,SGN,Sea,336
2023,EMLUX,3,2,SGN,Sea,2
2023,EUROM,47,2,SGN,Sea,16
2023,PACSUN,1,2,SGN,Air,1
2023,PACSUN,15,2,SGN,Sea,4
2023,RH,67,2,SGN,Sea,21
2023,RSGC,10,2,SGN,Sea,5
2023,CKFWEU,1,2,SGN,Sea,1
2023,CKJEEU,15,2,SGN,Sea,2
2023,CKKDEU,2,2,SGN,Sea,2
2023,CKMSEU,2,2,SGN,Sea,1
2023,CKSWEU,21,2,SGN,Sea,4
2023,CKWOEU,1,2,SGN,Sea,1
2023,TOMBOD,5,2,SGN,Sea,1
2023,TOMFTW,15,2,SGN,Sea,3
2023,TOMHAN,5,2,SGN,Sea,1
2023,TOMRTL,12,2,SGN,Sea,1
2023,ARMOUR,1,2,SGN,Air,1
2023,ARMOUR,194,2,SGN,Sea,21
2023,UAAIR,26,2,SGN,Air,26
2023,UADSHP,16,2,SGN,Sea,1
2023,UAWEN,6,2,SGN,Sea,1
2023,URBAN,115,2,SGN,Sea,9
2023,OUTDOR,11,2,SGN,Air,5
2023,OUTDOR,228,2,SGN,Sea,30
2023,DORM,1,2,SGN,Sea,1
2023,PVHJA,4,2,SGN,Sea,2
2023,THAS,3,2,SGN,Sea,2
2023,WARAS,1,2,SGN,Sea,1
2023,XCALM,2,2,SGN,Sea,1
2023,XWASO,1,2,SGN,Sea,1
2023,AAFES,40,3,SGN,Sea,4
2023,AAFZE,1,3,SGN,Air,1
2023,AEBV,31,3,SGN,Sea,7
2023,AEO,85,3,SGN,Sea,1
2023,AEOMEX,16,3,SGN,Sea,1
2023,AEOMIX,37,3,SGN,Sea,1
2023,ALLB,1,3,SGN,Sea,1
2023,ANNINC,121,3,SGN,Sea,2
2023,ATS,37,3,SGN,Sea,1
2023,BOSE,7,3,SGN,Sea,1
2023,BHBEJ,2,3,SGN,Sea,2
2023,BPSH,6,3,SGN,Sea,5
2023,BPSHCA,2,3,SGN,Sea,1
2023,COLE,1,3,SGN,Air,1
2023,COLE,4,3,SGN,Sea,2
2023,CONVRS,15,3,SGN,Sea,6
2023,DEICH,35,3,SGN,Sea,7
2023,ENGRS,2,3,SGN,Sea,1
2023,ENSHOE,6,3,SGN,Sea,1
2023,EDDIEB,2,3,SGN,Sea,1
2023,GAP,138,3,SGN,Sea,6
2023,HAGGAR,14,3,SGN,Sea,3
2023,HBIRAW,6,3,SGN,Sea,2
2023,HORBAC,2,3,SGN,Sea,1
2023,HORBUB,7,3,SGN,Sea,1
2023,HOSLEY,1,3,SGN,Sea,1
2023,HUNK,1,3,SGN,Sea,1
2023,ITGM,5,3,SGN,Sea,2
2023,JCREW,7,3,SGN,Air,3
2023,JCREW,26,3,SGN,Sea,1
2023,LIIRE,2,3,SGN,Air,2
2023,TKMAXX,72,3,SGN,Sea,5
2023,NBAL,22,3,SGN,Air,4
2023,NBAL,193,3,SGN,Sea,7
2023,NBC,74,3,SGN,Sea,5
2023,NBMY,7,3,SGN,Sea,1
2023,NBSG,1,3,SGN,Sea,1
2023,EMCI,1,3,SGN,Sea,1
2023,NHAC,1,3,SGN,Sea,1
2023,SWOOSH,15,3,SGN,Air,14
2023,SWOOSH,3410,3,SGN,Sea,270
2023,EMLUX,1,3,SGN,Sea,1
2023,EUROM,31,3,SGN,Sea,8
2023,OBIPOL,2,3,SGN,Sea,1
2023,PACSUN,2,3,SGN,Sea,1
2023,RH,15,3,SGN,Sea,8
2023,RSGC,17,3,SGN,Sea,3
2023,TOMFTW,16,3,SGN,Sea,2
2023,TRUINT,2,3,SGN,Sea,1
2023,ARMOUR,41,3,SGN,Sea,10
2023,UAAIR,2,3,SGN,Air,2
2023,URBAN,54,3,SGN,Sea,3
2023,OUTDOR,1,3,SGN,Air,1
2023,OUTDOR,36,3,SGN,Sea,13
2023,HFSC,1,3,SGN,Sea,1
2023,PVHJA,5,3,SGN,Sea,2
2023,THAS,17,3,SGN,Sea,3
2023,WARAS,13,3,SGN,Sea,5
2023,XATPE,1,3,SGN,Sea,1
2023,XCALM,1,3,SGN,Sea,1
2023,XKEENI,1,3,SGN,Sea,1
2023,XWASO,1,3,SGN,Sea,1
2023,SWOOSH,36,4,SGN,Sea,18
2023,RSGC,1,4,SGN,Sea,1
2023,UAWEN,19,4,SGN,Sea,9
2023,AEBV,31,5,SGN,Sea,7
2023,AEOMIX,9,5,SGN,Sea,1
2023,GORE,7,5,SGN,Sea,1
2023,ATC,1,5,SGN,Air,1
2023,ATC,21,5,SGN,Sea,5
2023,BOSE,3,5,SGN,Sea,1
2023,BPSH,3,5,SGN,Sea,1
2023,BPSHCA,6,5,SGN,Sea,2
2023,COLE,9,5,SGN,Sea,2
2023,CONVRS,7,5,SGN,Sea,5
2023,SPST,7,5,SGN,Sea,2
2023,DICKS,6,5,SGN,Air,6
2023,DICKS,2,5,SGN,Sea,2
2023,EDDIEB,1,5,SGN,Sea,1
2023,ELDOR,2,5,SGN,Sea,1
2023,GAP,529,5,SGN,Sea,10
2023,GFSI,4,5,SGN,Sea,1
2023,HBIRAW,3,5,SGN,Air,3
2023,HBIRAW,1,5,SGN,Sea,1
2023,JCREW,3,5,SGN,Air,2
2023,JCREW,23,5,SGN,Sea,2
2023,TKMAXX,32,5,SGN,Sea,4
2023,NBAL,1,5,SGN,Air,1
2023,NBAL,132,5,SGN,Sea,7
2023,NBC,44,5,SGN,Sea,4
2023,NBMY,25,5,SGN,Sea,1
2023,NBSG,8,5,SGN,Sea,1
2023,SWOOSH,21,5,SGN,Air,21
2023,SWOOSH,1339,5,SGN,Sea,162
2023,EUROM,6,5,SGN,Sea,3
2023,OBIPOL,1,5,SGN,Sea,1
2023,PACSUN,2,5,SGN,Sea,1
2023,RACK,2,5,SGN,Sea,1
2023,RH,2,5,SGN,Sea,1
2023,RSGC,7,5,SGN,Sea,3
2023,TOMBOD,5,5,SGN,Sea,2
2023,TOMHAN,12,5,SGN,Sea,3
2023,TOMRTL,3,5,SGN,Sea,2
2023,TOTES,1,5,SGN,Sea,1
2023,ARMOUR,124,5,SGN,Sea,16
2023,UAAIR,12,5,SGN,Air,12
2023,UADSHP,4,5,SGN,Sea,1
2023,URBAN,23,5,SGN,Sea,1
2023,OUTDOR,5,5,SGN,Air,3
2023,OUTDOR,126,5,SGN,Sea,23
2023,DORM,1,5,SGN,Sea,1
2023,THAS,10,5,SGN,Sea,1
2023,XATPE,1,5,SGN,Sea,1
2023,XWASO,1,5,SGN,Sea,1
2023,AAFZE,5,6,SGN,Sea,1
2023,AEBV,1,6,SGN,Air,1
2023,AEBV,45,6,SGN,Sea,10
2023,AEO,2,6,SGN,Air,1
2023,AEOMIX,228,6,SGN,Sea,5
2023,ANNINC,15,6,SGN,Sea,1
2023,ATS,6,6,SGN,Sea,1
2023,ATC,1,6,SGN,Air,1
2023,ATC,21,6,SGN,Sea,5
2023,BOSE,3,6,SGN,Sea,1
2023,BPSH,6,6,SGN,Sea,3
2023,BPSHCA,3,6,SGN,Sea,1
2023,COLE,2,6,SGN,Air,1
2023,COLE,3,6,SGN,Sea,1
2023,CONVRS,12,6,SGN,Sea,4
2023,DEICH,31,6,SGN,Sea,4
2023,ENGRS,1,6,SGN,Sea,1
2023,MYSHOE,1,6,SGN,Sea,1
2023,DEMO,1,6,SGN,Sea,1
2023,DICKS,3,6,SGN,Air,3
2023,DICKS,16,6,SGN,Sea,7
2023,EDDIEB,2,6,SGN,Sea,2
2023,GAP,538,6,SGN,Sea,12
2023,HAGGAR,11,6,SGN,Sea,2
2023,HORBAC,4,6,SGN,Sea,2
2023,HUNK,1,6,SGN,Sea,1
2023,ITGM,8,6,SGN,Sea,3
2023,JCREW,4,6,SGN,Air,3
2023,JCREW,26,6,SGN,Sea,1
2023,LIIRE,1,6,SGN,Air,1
2023,LIIWWR,1,6,SGN,Sea,1
2023,TKMAXX,110,6,SGN,Sea,8
2023,NBAL,116,6,SGN,Sea,4
2023,NBC,49,6,SGN,Sea,3
2023,NBMY,20,6,SGN,Sea,2
2023,NBSG,34,6,SGN,Sea,1
2023,SWOOSH,5,6,SGN,Air,5
2023,SWOOSH,2306,6,SGN,Sea,220
2023,EMLUX,6,6,SGN,Sea,1
2023,EUROM,13,6,SGN,Sea,8
2023,OBIPOL,3,6,SGN,Sea,1
2023,RACK,4,6,SGN,Sea,2
2023,RH,58,6,SGN,Sea,11
2023,RSGC,9,6,SGN,Sea,4
2023,CKACEU,8,6,SGN,Sea,2
2023,CKJEEU,6,6,SGN,Sea,2
2023,CKKDEU,3,6,SGN,Sea,2
2023,CKSWEU,8,6,SGN,Sea,3
2023,TOMBOD,7,6,SGN,Sea,2
2023,TOMHAN,8,6,SGN,Sea,1
2023,TOMJEU,2,6,SGN,Sea,1
2023,ARMOUR,86,6,SGN,Sea,19
2023,UAAIR,2,6,SGN,Air,2
2023,UADSHP,3,6,SGN,Sea,2
2023,UAWEN,1,6,SGN,Sea,1
2023,URBAN,23,6,SGN,Sea,3
2023,IMAGE,7,6,SGN,Sea,1
2023,OUTDOR,2,6,SGN,Air,2
2023,OUTDOR,196,6,SGN,Sea,31
2023,PVHJA,1,6,SGN,Sea,1
2023,THAS,7,6,SGN,Sea,2
2023,WARAS,1,6,SGN,Sea,1
2023,XATPE,4,6,SGN,Sea,4
2023,XCALM,1,6,SGN,Sea,1
2023,XREDC,1,6,SGN,Sea,1
2023,AEBV,30,7,SGN,Sea,8
2023,AEOHK,46,7,SGN,Sea,1
2023,AEOJP,29,7,SGN,Sea,1
2023,AEOMEX,84,7,SGN,Sea,1
2023,AEOMIX,156,7,SGN,Sea,4
2023,ALLB,3,7,SGN,Sea,1
2023,ANNINC,277,7,SGN,Sea,5
2023,ATS,57,7,SGN,Sea,1
2023,ATC,49,7,SGN,Sea,9
2023,BOSE,5,7,SGN,Sea,1
2023,BPSH,2,7,SGN,Sea,2
2023,BPSHCA,6,7,SGN,Sea,2
2023,CONVRS,15,7,SGN,Sea,5
2023,DEICH,1,7,SGN,Sea,1
2023,CLUSH,2,7,SGN,Sea,1
2023,DEMO,2,7,SGN,Sea,1
2023,SPST,2,7,SGN,Sea,1
2023,DICKS,33,7,SGN,Sea,5
2023,DSAQSP,2,7,SGN,Sea,1
2023,EDDIEB,1,7,SGN,Sea,1
2023,ELDOR,3,7,SGN,Sea,1
2023,GAP,647,7,SGN,Sea,12
2023,HAGGAR,15,7,SGN,Sea,2
2023,GFSI,2,7,SGN,Sea,1
2023,HBIRAW,2,7,SGN,Air,2
2023,HBIRAW,2,7,SGN,Sea,2
2023,HORBAC,4,7,SGN,Sea,3
2023,HUNK,1,7,SGN,Air,1
2023,HUNK,1,7,SGN,Sea,1
2023,ITGM,6,7,SGN,Sea,3
2023,JCREW,11,7,SGN,Air,6
2023,JCREW,9,7,SGN,Sea,1
2023,LIIRE,1,7,SGN,Sea,1
2023,TKMAXX,62,7,SGN,Sea,9
2023,NBAL,5,7,SGN,Air,2
2023,NBAL,294,7,SGN,Sea,12
2023,NBC,84,7,SGN,Sea,5
2023,NBSG,14,7,SGN,Sea,1
2023,EMCI,1,7,SGN,Sea,1
2023,SWOOSH,5,7,SGN,Air,5
2023,SWOOSH,2870,7,SGN,Sea,230
2023,EMLUX,27,7,SGN,Sea,2
2023,EUROM,24,7,SGN,Sea,10
2023,OBIPOL,7,7,SGN,Sea,3
2023,RH,68,7,SGN,Sea,25
2023,RSGC,11,7,SGN,Sea,3
2023,CKACEU,3,7,SGN,Sea,2
2023,CKJEEU,2,7,SGN,Sea,2
2023,CKMSEU,1,7,SGN,Sea,1
2023,CKSWEU,2,7,SGN,Sea,1
2023,TOMBOD,8,7,SGN,Sea,2
2023,TOMFTW,1,7,SGN,Sea,1
2023,TOMHAN,2,7,SGN,Sea,1
2023,TOMJEU,7,7,SGN,Sea,2
2023,TOMRTL,1,7,SGN,Sea,1
2023,ARMOUR,99,7,SGN,Sea,16
2023,UAAIR,4,7,SGN,Air,4
2023,UADSHP,4,7,SGN,Sea,1
2023,UAWEN,10,7,SGN,Sea,2
2023,URBAN,69,7,SGN,Sea,6
2023,IMAGE,2,7,SGN,Sea,1
2023,OUTDOR,2,7,SGN,Air,2
2023,OUTDOR,162,7,SGN,Sea,28
2023,DORM,1,7,SGN,Sea,1
2023,PVHJA,1,7,SGN,Sea,1
2023,THAS,5,7,SGN,Sea,3
2023,WARAS,2,7,SGN,Sea,2
2023,XATPE,1,7,SGN,Sea,1
2023,XHBIL,2,7,SGN,Sea,2
2023,AEBV,1,8,SGN,Air,1
2023,AEBV,45,8,SGN,Sea,11
2023,AEOMEX,2,8,SGN,Sea,1
2023,AEOMIX,47,8,SGN,Sea,5
2023,ANNINC,16,8,SGN,Sea,1
2023,ATS,38,8,SGN,Sea,2
2023,ATC,14,8,SGN,Sea,3
2023,BOSE,2,8,SGN,Sea,1
2023,BPSH,3,8,SGN,Sea,2
2023,BPSHCA,10,8,SGN,Sea,3
2023,COLE,15,8,SGN,Sea,2
2023,CONVRS,5,8,SGN,Sea,2
2023,DICKS,17,8,SGN,Sea,5
2023,EDDIEB,2,8,SGN,Sea,2
2023,GAP,658,8,SGN,Sea,8
2023,HAGGAR,8,8,SGN,Sea,2
2023,GFSI,1,8,SGN,Sea,1
2023,HBIRAW,1,8,SGN,Sea,1
2023,HORBAC,10,8,SGN,Sea,3
2023,HUNK,3,8,SGN,Sea,1
2023,ITGM,6,8,SGN,Sea,2
2023,JCREW,25,8,SGN,Air,7
2023,JCREW,16,8,SGN,Sea,1
2023,MKI,1,8,SGN,Sea,1
2023,TKMAXX,66,8,SGN,Sea,4
2023,NBAL,5,8,SGN,Air,2
2023,NBAL,106,8,SGN,Sea,11
2023,NBC,38,8,SGN,Sea,4
2023,NBMY,3,8,SGN,Sea,2
2023,NBSG,5,8,SGN,Sea,1
2023,EMCI,1,8,SGN,Sea,1
2023,SWOOSH,13,8,SGN,Air,13
2023,SWOOSH,2013,8,SGN,Sea,194
2023,EMLUX,1,8,SGN,Sea,1
2023,EUROM,7,8,SGN,Sea,3
2023,OBIPOL,2,8,SGN,Sea,1
2023,RH,90,8,SGN,Sea,23
2023,RSGC,9,8,SGN,Sea,1
2023,SPENCR,3,8,SGN,Sea,1
2023,CKACEU,1,8,SGN,Sea,1
2023,CKJEEU,5,8,SGN,Sea,2
2023,CKKDEU,4,8,SGN,Sea,2
2023,CKMSEU,1,8,SGN,Sea,1
2023,CKSWEU,5,8,SGN,Sea,2
2023,CKWOEU,1,8,SGN,Sea,1
2023,TOMBOD,11,8,SGN,Sea,2
2023,TOMFTW,11,8,SGN,Sea,2
2023,TOMSEU,3,8,SGN,Sea,2
2023,ARMOUR,102,8,SGN,Sea,15
2023,UAAIR,3,8,SGN,Air,3
2023,UAWEN,1,8,SGN,Sea,1
2023,URBAN,58,8,SGN,Sea,6
2023,IMAGE,2,8,SGN,Sea,2
2023,OUTDOR,102,8,SGN,Sea,27
2023,DORM,1,8,SGN,Sea,1
2023,HFSC,1,8,SGN,Sea,1
2023,PVHJA,3,8,SGN,Sea,3
2023,THAS,3,8,SGN,Sea,2
2023,WARAS,7,8,SGN,Sea,5
2023,X47BL,1,8,SGN,Sea,1
2023,XATPE,2,8,SGN,Sea,1
2023,XCALM,2,8,SGN,Sea,1
2023,XKEENI,1,8,SGN,Sea,1
2023,XWASO,3,8,SGN,Sea,1
2023,AAFES,2,9,SGN,Sea,1
2023,AAFZE,2,9,SGN,Sea,1
2023,AEBV,77,9,SGN,Sea,12
2023,AEOMEX,13,9,SGN,Sea,1
2023,AEOMIX,16,9,SGN,Sea,3
2023,GORE,23,9,SGN,Sea,1
2023,ALLB,2,9,SGN,Sea,1
2023,ATC,3,9,SGN,Air,2
2023,ATC,40,9,SGN,Sea,7
2023,BOSE,3,9,SGN,Sea,1
2023,BHBEJ,3,9,SGN,Sea,1
2023,BPSH,4,9,SGN,Sea,3
2023,BPSHCA,3,9,SGN,Sea,2
2023,CONVRS,1,9,SGN,Air,1
2023,CONVRS,10,9,SGN,Sea,3
2023,DEICH,3,9,SGN,Sea,1
2023,MYSHOE,13,9,SGN,Sea,1
2023,VANHA,3,9,SGN,Sea,1
2023,DICKS,1,9,SGN,Air,1
2023,DSAQSP,1,9,SGN,Sea,1
2023,BELL,2,9,SGN,Sea,2
2023,EDDIEB,1,9,SGN,Air,1
2023,EDDIEB,8,9,SGN,Sea,2
2023,GAP,549,9,SGN,Sea,12
2023,HAGGAR,17,9,SGN,Sea,4
2023,HBIRAW,3,9,SGN,Air,3
2023,HBIRAW,2,9,SGN,Sea,1
2023,JCREW,12,9,SGN,Air,4
2023,JCREW,38,9,SGN,Sea,3
2023,TKMAXX,105,9,SGN,Sea,6
2023,NBAL,120,9,SGN,Sea,9
2023,NBC,27,9,SGN,Sea,2
2023,NBMY,14,9,SGN,Sea,2
2023,NBSG,17,9,SGN,Sea,2
2023,EMCI,1,9,SGN,Sea,1
2023,SWOOSH,5,9,SGN,Air,5
2023,SWOOSH,2164,9,SGN,Sea,200
2023,EMLUX,4,9,SGN,Sea,1
2023,EUROM,5,9,SGN,Sea,2
2023,PACSUN,1,9,SGN,Sea,1
2023,RACK,4,9,SGN,Sea,2
2023,RH,79,9,SGN,Sea,18
2023,RSGC,2,9,SGN,Sea,2
2023,SPENCR,3,9,SGN,Sea,1
2023,CKACEU,1,9,SGN,Sea,1
2023,CKJEEU,5,9,SGN,Sea,3
2023,CKMSEU,1,9,SGN,Sea,1
2023,CKRTEU,1,9,SGN,Sea,1
2023,CKSWEU,1,9,SGN,Sea,1
2023,CKWOEU,1,9,SGN,Sea,1
2023,TOMBOD,2,9,SGN,Sea,2
2023,TOMFTW,5,9,SGN,Sea,2
2023,TOMJEU,1,9,SGN,Sea,1
2023,TOMRTL,2,9,SGN,Sea,2
2023,ARMOUR,70,9,SGN,Sea,13
2023,UAAIR,1,9,SGN,Air,1
2023,UADSHP,1,9,SGN,Sea,1
2023,UAWEN,17,9,SGN,Sea,2
2023,URBAN,53,9,SGN,Sea,4
2023,IMAGE,1,9,SGN,Air,1
2023,IMAGE,3,9,SGN,Sea,1
2023,OUTDOR,113,9,SGN,Sea,23
2023,PVHJA,3,9,SGN,Sea,1
2023,THAS,4,9,SGN,Sea,1
2023,WARAS,14,9,SGN,Sea,5
2023,XATPE,2,9,SGN,Sea,2
2023,XWASO,2,9,SGN,Sea,2
2023,AEBV,71,10,SGN,Sea,10
2023,AEO,3,10,SGN,Air,1
2023,AEOHK,5,10,SGN,Sea,1
2023,AEOJP,4,10,SGN,Sea,1
2023,AEOMEX,5,10,SGN,Sea,1
2023,AEOMIX,35,10,SGN,Sea,2
2023,ANNINC,50,10,SGN,Sea,2
2023,ATS,7,10,SGN,Sea,1
2023,ATC,46,10,SGN,Sea,4
2023,BOSE,2,10,SGN,Sea,1
2023,BPSHCA,2,10,SGN,Sea,2
2023,COLE,2,10,SGN,Sea,2
2023,CONVRS,20,10,SGN,Sea,6
2023,DEICH,13,10,SGN,Sea,3
2023,MYSHOE,3,10,SGN,Sea,2
2023,DEMO,2,10,SGN,Sea,1
2023,SPST,1,10,SGN,Sea,1
2023,XSCIN,1,10,SGN,Sea,1
2023,DICKS,6,10,SGN,Sea,2
2023,EDDIEB,15,10,SGN,Sea,3
2023,ELDOR,9,10,SGN,Sea,2
2023,GAP,537,10,SGN,Sea,9
2023,HAGGAR,6,10,SGN,Sea,2
2023,HBIRAW,1,10,SGN,Sea,1
2023,HOSLEY,1,10,SGN,Sea,1
2023,JCREW,8,10,SGN,Air,2
2023,JCREW,25,10,SGN,Sea,2
2023,LIIRE,1,10,SGN,Sea,1
2023,TKMAXX,10,10,SGN,Sea,4
2023,NBAL,2,10,SGN,Air,2
2023,NBAL,213,10,SGN,Sea,10
2023,NBC,8,10,SGN,Sea,1
2023,NBMY,2,10,SGN,Sea,1
2023,SWOOSH,16,10,SGN,Air,16
2023,SWOOSH,1452,10,SGN,Sea,156
2023,EMLUX,23,10,SGN,Sea,1
2023,EUROM,3,10,SGN,Sea,2
2023,PACSUN,4,10,SGN,Air,4
2023,PACSUN,10,10,SGN,Sea,2
2023,RH,94,10,SGN,Sea,18
2023,RSGC,5,10,SGN,Sea,2
2023,SPENCR,6,10,SGN,Sea,1
2023,CKJEEU,6,10,SGN,Sea,2
2023,CKKDEU,1,10,SGN,Sea,1
2023,CKMSEU,4,10,SGN,Sea,2
2023,CKSWEU,2,10,SGN,Sea,1
2023,CKWOEU,1,10,SGN,Sea,1
2023,TOMBOD,2,10,SGN,Sea,2
2023,TOMCEU,3,10,SGN,Sea,2
2023,TOMFTW,9,10,SGN,Sea,3
2023,TOMRTL,1,10,SGN,Sea,1
2023,ARMOUR,116,10,SGN,Sea,16
2023,UAAIR,4,10,SGN,Air,4
2023,UADSHP,10,10,SGN,Sea,1
2023,UAWEN,20,10,SGN,Sea,6
2023,URBAN,58,10,SGN,Sea,5
2023,OUTDOR,2,10,SGN,Air,2
2023,OUTDOR,143,10,SGN,Sea,31
2023,PVHJA,2,10,SGN,Sea,2
2023,THAS,3,10,SGN,Sea,2
2023,WARAS,3,10,SGN,Sea,2
2023,XCALM,2,10,SGN,Sea,1
2023,AEBV,32,11,SGN,Sea,12
2023,AEOHK,10,11,SGN,Sea,1
2023,AEOJP,6,11,SGN,Sea,1
2023,AEOMEX,7,11,SGN,Sea,1
2023,AEOMIX,21,11,SGN,Sea,3
2023,ANNINC,155,11,SGN,Sea,4
2023,ATS,17,11,SGN,Sea,1
2023,ATC,1,11,SGN,Air,1
2023,ATC,10,11,SGN,Sea,4
2023,BOSE,3,11,SGN,Sea,2
2023,BPSH,4,11,SGN,Sea,1
2023,BPSHCA,3,11,SGN,Sea,2
2023,BPSL,2,11,SGN,Sea,1
2023,CONVRS,30,11,SGN,Sea,6
2023,DEICH,6,11,SGN,Sea,1
2023,MYSHOE,4,11,SGN,Sea,1
2023,DICKS,1,11,SGN,Air,1
2023,DICKS,7,11,SGN,Sea,2
2023,DSAQSP,1,11,SGN,Sea,1
2023,BELL,2,11,SGN,Sea,2
2023,EDDIEB,5,11,SGN,Sea,2
2023,ELDOR,2,11,SGN,Sea,1
2023,GAP,530,11,SGN,Sea,11
2023,HAGGAR,12,11,SGN,Sea,3
2023,HBIRAW,1,11,SGN,Air,1
2023,HBIRAW,4,11,SGN,Sea,3
2023,HUNK,1,11,SGN,Sea,1
2023,ITGM,1,11,SGN,Sea,1
2023,JCREW,10,11,SGN,Air,3
2023,JCREW,11,11,SGN,Sea,2
2023,LIIWWR,1,11,SGN,Sea,1
2023,TKMAXX,48,11,SGN,Sea,6
2023,NBAL,34,11,SGN,Air,4
2023,NBAL,247,11,SGN,Sea,12
2023,NBC,4,11,SGN,Sea,1
2023,NBSG,25,11,SGN,Sea,2
2023,SWOOSH,9,11,SGN,Air,9
2023,SWOOSH,1796,11,SGN,Sea,174
2023,EUROM,1,11,SGN,Sea,1
2023,PACSUN,2,11,SGN,Air,2
2023,PACSUN,8,11,SGN,Sea,4
2023,RH,102,11,SGN,Sea,18
