Year,Customer Code,No. of BKG,Week,Office,Transport mode,No. of Voy
2023,GAP,652,29,SGN,Sea,12
2023,HAGGAR,8,29,SGN,Sea,2
2023,HBIRAW,4,29,SGN,Sea,2
2023,JCREW,11,29,SGN,Air,6
2023,JCREW,12,29,SGN,Sea,2
2023,LIIRE,1,29,SGN,Air,1
2023,LIIRE,1,29,SGN,Sea,1
2023,TKMAXX,88,29,SGN,Sea,5
2023,NBAL,302,29,SGN,Sea,10
2023,NBC,9,29,SGN,Sea,2
2023,SWOOSH,8,29,SGN,Air,8
2023,SWOOSH,3616,29,SGN,Sea,261
2023,EMLUX,11,29,SGN,Sea,1
2023,EUROM,6,29,SGN,Sea,2
2023,PACSUN,16,29,SGN,Sea,5
2023,RACK,3,29,SGN,Sea,1
2023,RH,118,29,SGN,Sea,38
2023,RIPP,4,29,SGN,Sea,1
2023,RSGC,6,29,SGN,Sea,3
2023,CKACEU,2,29,SGN,Sea,1
2023,CKJEEU,1,29,SGN,Sea,1
2023,TOMBOD,7,29,SGN,Sea,1
2023,TOMFTW,9,29,SGN,Sea,4
2023,TOMHAN,3,29,SGN,Sea,3
2023,TOMRTL,3,29,SGN,Sea,2
2023,TOMSEU,5,29,SGN,Sea,3
2023,TRUINT,4,29,SGN,Sea,1
2023,ARMOUR,120,29,SGN,Sea,18
2023,UAAIR,13,29,SGN,Air,13
2023,UADSHP,3,29,SGN,Sea,2
2023,UAWEN,26,29,SGN,Sea,8
2023,URBAN,88,29,SGN,Sea,6
2023,OUTDOR,7,29,SGN,Air,3
2023,OUTDOR,143,29,SGN,Sea,28
2023,DORM,1,29,SGN,Sea,1
2023,PVHJA,1,29,SGN,Sea,1
2023,THAS,3,29,SGN,Sea,1
2023,WARAS,5,29,SGN,Sea,1
2023,XATPE,3,29,SGN,Sea,2
2023,XCALM,2,29,SGN,Sea,2
2023,XKEENI,1,29,SGN,Sea,1
2023,XWASO,2,29,SGN,Air,1
2023,AAFZE,2,30,SGN,Sea,1
2023,AEBV,15,30,SGN,Sea,4
2023,AEO,3,30,SGN,Air,1
2023,AEOHK,14,30,SGN,Sea,1
2023,AEOJP,27,30,SGN,Sea,1
2023,AEOMEX,52,30,SGN,Sea,2
2023,AEOMIX,150,30,SGN,Sea,2
2023,ATS,17,30,SGN,Sea,1
2023,ATC,3,30,SGN,Sea,1
2023,BOSE,3,30,SGN,Sea,1
2023,BPSH,7,30,SGN,Sea,3
2023,BPSHCA,1,30,SGN,Sea,1
2023,BPSL,3,30,SGN,Sea,2
2023,CONVRS,11,30,SGN,Sea,4
2023,MYSHOE,7,30,SGN,Sea,1
2023,DICKS,1,30,SGN,Sea,1
2023,BELL,1,30,SGN,Sea,1
2023,EDDIEB,1,30,SGN,Sea,1
2023,ELDOR,4,30,SGN,Sea,1
2023,FOOTCA,1,30,SGN,Sea,1
2023,FOOTES,1,30,SGN,Sea,1
2023,FOOTEU,1,30,SGN,Sea,1
2023,GAP,4,30,SGN,Air,4
2023,GAP,487,30,SGN,Sea,13
2023,HAGGAR,9,30,SGN,Sea,1
2023,HBIRAW,1,30,SGN,Sea,1
2023,JCREW,14,30,SGN,Air,8
2023,JCREW,15,30,SGN,Sea,2
2023,LIIRE,1,30,SGN,Sea,1
2023,TKMAXX,86,30,SGN,Sea,5
2023,NBAL,2,30,SGN,Air,1
2023,NBAL,241,30,SGN,Sea,11
2023,NBC,74,30,SGN,Sea,6
2023,NHAC,2,30,SGN,Sea,1
2023,SWOOSH,12,30,SGN,Air,12
2023,SWOOSH,4172,30,SGN,Sea,242
2023,EMLUX,10,30,SGN,Sea,2
2023,EUROM,4,30,SGN,Sea,1
2023,PACSUN,11,30,SGN,Sea,4
2023,RACK,5,30,SGN,Sea,2
2023,RH,117,30,SGN,Sea,34
2023,RSGC,12,30,SGN,Sea,5
2023,CKACEU,2,30,SGN,Sea,1
2023,CKFWEU,3,30,SGN,Sea,1
2023,TOMCEU,1,30,SGN,Sea,1
2023,TOMFTW,6,30,SGN,Sea,2
2023,TOMHAN,10,30,SGN,Sea,2
2023,TOMJEU,3,30,SGN,Sea,2
2023,TOMSEU,1,30,SGN,Sea,1
2023,ARMOUR,127,30,SGN,Sea,21
2023,UAAIR,7,30,SGN,Air,7
2023,UADSHP,5,30,SGN,Sea,2
2023,UAWEN,55,30,SGN,Sea,3
2023,URBAN,115,30,SGN,Sea,6
2023,OUTDOR,113,30,SGN,Sea,30
2023,DORM,1,30,SGN,Sea,1
2023,PVHJA,2,30,SGN,Sea,1
2023,THAS,5,30,SGN,Sea,1
2023,WARAS,10,30,SGN,Sea,3
2023,XHBIL,1,30,SGN,Sea,1
2023,XREDC,1,30,SGN,Sea,1
2023,XWASO,1,30,SGN,Air,1
2023,XWASO,1,30,SGN,Sea,1
2023,AEBV,8,31,SGN,Sea,3
2023,AEOMEX,2,31,SGN,Sea,1
2023,AEOMIX,8,31,SGN,Sea,1
2023,ATC,4,31,SGN,Sea,2
2023,BPSHCA,1,31,SGN,Sea,1
2023,COLE,9,31,SGN,Sea,1
2023,CONVRS,8,31,SGN,Sea,3
2023,EDDIEB,7,31,SGN,Sea,2
2023,GAP,71,31,SGN,Sea,4
2023,JCREW,4,31,SGN,Sea,1
2023,NBAL,1,31,SGN,Air,1
2023,NBAL,8,31,SGN,Sea,2
2023,SWOOSH,497,31,SGN,Sea,60
2023,PACSUN,1,31,SGN,Sea,1
2023,RACK,1,31,SGN,Sea,1
2023,RH,38,31,SGN,Sea,19
2023,RSGC,2,31,SGN,Sea,1
2023,CKJEEU,5,31,SGN,Sea,1
2023,TOMFTW,1,31,SGN,Sea,1
2023,TOMHAN,4,31,SGN,Sea,1
2023,TOMJEU,1,31,SGN,Sea,1
2023,TOMSEU,1,31,SGN,Sea,1
2023,ARMOUR,8,31,SGN,Sea,6
2023,UAAIR,3,31,SGN,Air,3
2023,UAWEN,12,31,SGN,Sea,5
2023,URBAN,1,31,SGN,Sea,1
2023,OUTDOR,16,31,SGN,Sea,6
2023,THAS,1,31,SGN,Sea,1
2023,WARAS,11,31,SGN,Sea,2
